1.00,34,3,89.584,2,0.2,4.4792
2.00,4,2,93.06,6,0,26.0568
2.00,4,3,302.376,3,0.2,22.6782
1.00,34,2,5.584,2,0.2,1.8148
1.00,34,2,22.704,6,0.2,8.2302
1.00,34,2,19.776,4,0.7,-13.8432
1.00,34,1,72.704,4,0.2,19.0848
1.00,34,3,479.988,4,0.7,-383.9904
1.00,34,2,27.168,2,0.2,2.7168
1.00,21,2,2.2,1,0,0.968
1.00,21,1,622.45,5,0,136.939
1.00,21,2,21.98,1,0,0.2198
1.00,41,1,161.568,2,0.2,-28.2744
1.00,41,1,389.696,8,0.2,43.8408
0.00,32,2,18.648,7,0.7,-12.432
3.00,9,1,233.86,2,0.45,-102.048
3.00,9,1,620.6145,3,0.45,-248.2458
3.00,9,2,5.328,2,0.7,-3.552
3.00,9,1,258.072,3,0.2,0
3.00,9,3,617.976,3,0.2,-7.7247
3.00,4,2,10.56,2,0,4.752
2.00,12,2,25.92,5,0.2,9.396
2.00,12,1,419.68,5,0.6,-356.728
2.00,12,1,11.688,3,0.6,-4.6752
2.00,12,3,31.984,2,0.2,11.1944
2.00,12,1,177.225,5,0.5,-120.513
2.00,12,1,4.044,3,0.6,-2.8308
2.00,12,2,7.408,2,0.2,1.2038
0.00,22,1,2001.86,7,0,580.5394
0.00,22,2,166.72,2,0,41.68
0.00,22,2,47.88,6,0,23.94
0.00,22,2,1503.25,5,0,496.0725
0.00,22,2,25.92,4,0,12.4416
2.00,4,1,321.568,2,0.2,28.1372
2.00,4,2,7.61,1,0,3.5767
2.00,4,3,3347.37,13,0,636.0003
2.00,31,2,80.58,6,0,22.5624
2.00,31,2,361.92,4,0,162.864
1.00,12,1,12.132,9,0.6,-8.4924
1.00,12,2,82.368,2,0.2,-19.5624
1.00,12,2,53.92,5,0.2,4.044
1.00,12,3,647.904,6,0.2,56.6916
3.00,31,3,20.37,3,0,6.9258
3.00,31,2,221.55,3,0,6.6465
3.00,31,2,17.52,5,0.2,6.132
3.00,42,2,1.624,2,0.8,-4.466
0.00,42,3,3059.982,3,0.4,-509.997
0.00,42,3,2519.958,7,0.4,-251.9958
2.00,12,3,328.224,4,0.2,28.7196
1.00,4,3,79.9,2,0,35.156
3.00,32,2,14.016,3,0.2,4.7304
2.00,29,2,7.56,6,0,0.3024
3.00,34,2,37.208,1,0.2,-7.4416
3.00,34,2,57.576,3,0.2,21.591
3.00,4,2,725.84,4,0,210.4936
1.00,4,3,209.93,7,0,92.3692
1.00,4,1,5.28,3,0,2.3232
1.00,4,2,10.92,3,0.2,4.095
3.00,4,2,8.82,2,0,4.0572
3.00,4,2,5.98,1,0,1.5548
3.00,37,2,11.648,2,0.2,4.0768
3.00,37,2,18.176,4,0.2,5.9072
3.00,37,2,59.712,6,0.2,5.9712
3.00,37,2,24.84,3,0.2,8.694
1.00,42,2,2.08,5,0.8,-3.432
1.00,42,3,1114.4,7,0.2,376.11
1.00,4,1,1038.84,5,0.2,51.942
1.00,36,2,141.76,5,0.2,47.844
1.00,36,3,239.8,5,0.2,47.96
1.00,36,2,31.104,6,0.2,10.8864
2.00,9,2,254.058,7,0.7,-169.372
2.00,9,2,194.528,2,0.2,24.316
2.00,9,2,961.48,5,0.2,-204.3145
2.00,34,2,19.096,7,0.2,6.6836
2.00,34,2,18.496,8,0.2,6.2424
2.00,34,3,255.984,2,0.2,54.3966
2.00,34,1,86.97,3,0.5,-48.7032
0.00,5,1,300.416,8,0.2,78.8592
0.00,5,1,230.352,3,0.2,20.1558
0.00,5,1,218.352,3,0.2,-24.5646
0.00,5,2,78.6,5,0.7,-62.88
0.00,5,2,27.552,3,0.2,9.2988
2.00,29,2,32.4,5,0,15.552
2.00,29,2,1082.48,8,0,10.8248
2.00,29,2,56.91,3,0,27.3168
2.00,29,1,77.6,4,0,38.024
2.00,29,2,14.28,1,0,6.5688
3.00,12,1,219.075,3,0.5,-131.445
1.00,31,1,26.8,2,0,12.864
0.00,21,2,9.84,3,0,2.8536
0.00,29,2,45.48,3,0,20.9208
0.00,29,2,289.2,6,0,83.868
3.00,45,2,4.89,1,0,2.0049
2.00,5,1,15.136,4,0.2,3.5948
2.00,5,1,466.768,2,0.2,52.5114
2.00,5,1,15.232,1,0.2,1.7136
2.00,5,2,6.264,3,0.2,2.0358
0.00,29,1,87.54,3,0,37.6422
0.00,9,3,178.384,2,0.2,22.298
0.00,9,2,15.552,3,0.2,5.4432
0.00,37,2,99.136,4,0.2,8.6744
0.00,31,1,135.882,1,0.1,24.1568
0.00,31,3,3991.98,2,0,1995.99
0.00,31,3,275.94,6,0,80.0226
0.00,31,3,360,4,0,129.6
0.00,31,2,43.57,1,0,13.071
0.00,4,2,7.16,2,0,3.58
2.00,4,2,251.52,6,0.2,81.744
2.00,4,3,99.99,1,0,34.9965
3.00,41,1,15.992,1,0.2,0.9995
2.00,37,3,290.898,3,0.4,-67.8762
2.00,37,2,54.224,2,0.2,3.389
2.00,37,1,786.744,4,0.3,-258.5016
2.00,37,2,100.24,10,0.2,33.831
2.00,37,2,37.764,6,0.7,-27.6936
2.00,37,3,82.8,2,0.4,-20.7
2.00,37,2,20.724,2,0.7,-13.816
2.00,37,2,4.896,3,0.7,-3.4272
1.00,4,2,4.752,1,0.2,1.6038
1.00,4,3,959.984,2,0.2,335.9944
1.00,4,2,14.368,4,0.2,4.49
0.00,4,2,7.712,2,0.2,2.7956
0.00,4,1,698.352,3,0.2,-17.4588
1.00,43,2,4.96,4,0,2.3312
0.00,37,2,17.856,4,0.2,1.116
0.00,37,2,509.97,10,0.7,-407.976
0.00,37,2,30.992,13,0.2,10.0724
0.00,37,3,71.928,12,0.4,8.3916
1.00,42,2,88.8,4,0.2,-2.22
3.00,4,3,47.976,3,0.2,4.7976
3.00,20,2,7.56,3,0,3.0996
3.00,20,2,24.56,2,0,11.5432
3.00,20,2,12.96,2,0,4.1472
2.00,31,3,6.79,1,0,2.3086
2.00,31,2,24.56,2,0,11.5432
2.00,31,2,3.048,1,0.2,1.0668
2.00,31,2,49.12,4,0,23.0864
2.00,31,2,4355.168,4,0.2,1415.4296
2.00,31,1,388.704,6,0.2,-4.8588
2.00,31,2,8.26,2,0,3.7996
2.00,31,2,17.04,4,0,6.9864
2.00,31,2,34.4,5,0,15.824
2.00,32,2,36.24,5,0.2,11.325
3.00,10,2,647.84,8,0,168.4384
3.00,10,2,20.7,2,0,9.936
3.00,31,2,20.7,2,0,9.936
3.00,31,1,488.646,3,0.1,86.8704
3.00,31,2,5.56,2,0,1.4456
3.00,31,1,47.12,8,0,20.7328
0.00,4,2,211.96,4,0,8.4784
2.00,6,2,23.2,4,0,10.44
2.00,6,2,7.36,2,0,0.1472
2.00,6,2,104.79,7,0,29.3412
2.00,6,1,1043.92,4,0,271.4192
3.00,42,2,25.92,5,0.2,9.396
3.00,42,2,53.424,3,0.2,4.6746
0.00,2,2,8.16,5,0.7,-5.712
0.00,2,3,1023.936,8,0.2,179.1888
0.00,2,2,9.24,1,0.2,0.924
0.00,2,3,479.04,10,0.2,-29.94
2.00,12,2,99.136,4,0.2,30.98
3.00,20,1,1488.424,7,0.3,-297.6848
1.00,42,2,8.652,3,0.8,-20.3322
1.00,42,2,23.832,3,0.2,2.6811
1.00,42,2,12.176,4,0.8,-18.8728
2.00,4,2,50.96,7,0,25.48
2.00,4,2,49.536,3,0.2,17.3376
1.00,21,3,41.9,2,0,8.799
1.00,9,1,375.4575,3,0.45,-157.0095
1.00,9,3,83.976,3,0.2,-1.0497
1.00,37,3,482.34,4,0.7,-337.638
1.00,37,1,2.96,1,0.2,0.777
0.00,34,2,2.624,1,0.2,0.4264
3.00,31,2,23.36,4,0.2,7.884
3.00,31,3,39.98,2,0,13.5932
0.00,46,3,246.384,2,0.2,27.7182
0.00,46,3,1799.97,3,0,701.9883
0.00,12,2,12.462,3,0.8,-20.5623
3.00,27,2,75.792,3,0.2,25.5798
3.00,38,2,49.96,2,0,9.4924
3.00,38,2,12.96,2,0,6.2208
1.00,21,2,70.12,4,0,21.036
2.00,42,2,35.952,3,0.2,3.5952
2.00,42,1,2396.2656,4,0.32,-317.1528
2.00,42,2,131.136,4,0.2,-32.784
2.00,42,3,57.584,2,0.2,0.7198
0.00,9,2,9.568,2,0.2,3.4684
0.00,32,2,39.072,6,0.2,9.768
3.00,31,2,35.91,3,0,9.6957
3.00,4,3,179.95,5,0,37.7895
3.00,4,3,1199.976,3,0.2,434.9913
3.00,4,2,27.15,5,0,13.3035
3.00,4,1,1004.024,7,0.2,-112.9527
3.00,4,2,9.68,1,0,4.6464
3.00,4,2,28.35,9,0,13.608
3.00,4,2,55.98,1,0,27.4302
3.00,4,1,1336.829,13,0.15,31.4548
3.00,4,1,113.568,2,0.2,-18.4548
3.00,46,2,139.86,7,0,65.7342
3.00,46,1,307.136,4,0.2,26.8744
3.00,4,2,95.92,8,0,25.8984
2.00,4,1,383.8,5,0.2,38.38
3.00,16,2,5.78,1,0,2.8322
3.00,4,2,9.32,4,0,2.7028
3.00,4,2,15.25,1,0,7.015
0.00,5,3,196.752,6,0.2,56.5662
3.00,20,1,56.56,4,0,14.7056
3.00,20,2,32.7,3,0,8.502
3.00,23,1,866.4,4,0,225.264
3.00,21,1,28.4,2,0,11.076
3.00,21,2,287.92,8,0,138.2016
0.00,31,3,69.99,1,0,30.0957
3.00,42,2,6.672,6,0.2,0.5004
2.00,32,2,189.588,2,0.7,-145.3508
2.00,32,3,408.744,7,0.2,76.6395
2.00,32,3,291.96,5,0.2,54.7425
2.00,32,2,4.768,2,0.2,-0.7748
2.00,20,2,714.3,5,0,207.147
0.00,9,2,4.812,2,0.7,-3.6892
0.00,9,3,247.8,5,0.2,-18.585
2.00,12,3,1007.979,3,0.3,43.1991
2.00,12,2,313.488,7,0.2,113.6394
3.00,42,2,31.872,8,0.2,11.5536
3.00,31,1,207.846,3,0.1,2.3094
2.00,21,1,12.22,1,0,3.666
2.00,21,2,194.94,3,0,23.3928
2.00,21,2,70.95,3,0,20.5755
2.00,21,2,91.36,4,0,42.0256
2.00,21,1,242.94,3,0,29.1528
2.00,21,2,22.05,7,0,10.584
3.00,13,1,2.91,1,0,1.3677
2.00,31,2,59.52,3,0,15.4752
2.00,31,2,161.94,3,0,9.7164
2.00,31,2,263.88,6,0,71.2476
2.00,31,2,30.48,3,0,7.9248
2.00,31,2,9.84,3,0,2.8536
2.00,31,3,35.12,4,0,9.1312
3.00,34,1,284.364,2,0.4,-75.8304
3.00,34,2,665.408,2,0.2,66.5408
2.00,35,3,63.88,4,0,24.9132
0.00,4,1,129.568,2,0.2,-24.294
2.00,12,1,747.558,3,0.3,-96.1146
2.00,12,2,8.928,2,0.2,3.348
1.00,46,2,103.92,4,0,36.372
1.00,46,3,899.91,9,0,377.9622
1.00,46,2,51.312,3,0.2,18.6006
2.00,2,1,23.56,5,0.2,7.068
2.00,2,1,1272.63,6,0.5,-814.4832
2.00,2,2,28.485,5,0.7,-20.889
2.00,2,2,185.376,2,0.2,-34.758
2.00,2,2,78.272,2,0.2,5.8704
1.00,12,1,254.744,7,0.6,-312.0614
3.00,42,1,205.3328,2,0.32,-36.2352
2.00,12,2,4.788,3,0.8,-7.9002
1.00,31,2,55.48,1,0,26.6304
0.00,4,2,340.92,3,0,3.4092
0.00,4,1,222.666,2,0.15,10.4784
0.00,4,3,703.968,4,0.2,87.996
0.00,4,2,92.52,6,0,24.9804
0.00,4,2,62.65,7,0,28.819
0.00,4,2,94.85,5,0,45.528
2.00,4,3,95.76,6,0.2,7.182
2.00,31,1,40.2,3,0,19.296
2.00,31,2,14.7,5,0,6.615
2.00,31,2,704.25,5,0,84.51
0.00,4,3,9.09,3,0,1.9089
0.00,31,2,5.96,2,0,1.6688
0.00,31,3,159.98,2,0,57.5928
3.00,4,2,29.6,2,0,14.8
3.00,4,1,514.165,5,0.15,-30.245
3.00,4,3,279.96,5,0.2,17.4975
0.00,12,3,2735.952,6,0.2,341.994
0.00,42,3,7.992,1,0.2,0.5994
0.00,42,3,63.984,2,0.2,10.3974
0.00,42,2,70.368,2,0.2,6.1572
0.00,31,2,449.15,5,0,8.983
0.00,31,2,11.07,3,0,5.0922
2.00,46,3,93.98,2,0,13.1572
2.00,41,1,189.882,3,0.4,-94.941
1.00,3,2,105.42,2,0,51.6558
2.00,4,2,119.616,8,0.2,40.3704
2.00,4,1,255.76,4,0,81.8432
2.00,4,1,241.568,2,0.2,18.1176
2.00,4,1,69.3,9,0,22.869
2.00,5,2,22.62,2,0.7,-15.08
2.00,5,2,14.952,2,0.7,-11.9616
2.00,5,1,801.568,2,0.2,50.098
2.00,5,2,2.376,3,0.7,-1.9008
2.00,5,2,32.792,1,0.2,11.8871
3.00,31,2,15.92,5,0.2,5.373
1.00,10,2,2.74,1,0,0.7398
1.00,10,2,8.34,3,0,2.1684
1.00,10,2,46.74,3,0,11.685
1.00,10,2,6354.95,5,0,3177.475
3.00,24,1,126.3,3,0,40.416
3.00,24,3,38.04,2,0,12.1728
2.00,34,2,7.152,3,0.2,0.7152
3.00,4,2,6.63,3,0,1.7901
3.00,4,2,5.88,2,0,1.7052
3.00,25,3,2999.95,5,0,1379.977
3.00,25,2,51.45,3,0,13.8915
3.00,25,2,11.96,2,0,5.382
3.00,25,2,1126.02,3,0,56.301
1.00,42,3,18.392,1,0.2,5.2877
1.00,42,2,129.568,2,0.2,-25.9136
1.00,42,2,14.112,9,0.8,-21.168
3.00,21,1,210.98,2,0,21.098
2.00,4,3,55.176,3,0.2,-12.4146
2.00,4,3,66.26,2,0,27.1666
1.00,20,2,22.2,5,0,10.434
3.00,9,1,683.952,3,0.2,42.747
3.00,9,1,45.696,3,0.2,5.1408
1.00,37,2,36.336,3,0.2,-7.2672
1.00,37,2,666.248,1,0.2,-149.9058
1.00,37,2,52.512,6,0.2,19.692
1.00,4,1,190.72,1,0.2,11.92
3.00,4,1,47.94,3,0,2.397
2.00,1,3,979.95,5,0,274.386
2.00,1,2,22.75,5,0,11.375
2.00,2,2,16.768,2,0.2,1.4672
3.00,12,2,42.616,7,0.8,-68.1856
1.00,31,2,10.752,4,0.2,3.36
1.00,16,2,152.94,3,0,41.2938
1.00,16,1,283.92,4,0,70.98
0.00,48,3,468.9,6,0,206.316
2.00,2,3,380.864,8,0.2,38.0864
1.00,34,2,646.776,9,0.2,-145.5246
0.00,42,3,58.112,2,0.2,7.264
0.00,42,3,100.792,1,0.2,6.2995
0.00,42,1,66.112,4,0.6,-84.2928
3.00,31,2,41.28,6,0.2,13.932
3.00,31,2,13.36,2,0,6.4128
1.00,12,2,250.272,9,0.2,15.642
1.00,12,2,11.364,3,0.8,-17.046
1.00,12,2,8.72,5,0.2,-1.744
2.00,4,1,1121.568,2,0.2,0
3.00,9,1,34.504,1,0.2,6.0382
3.00,42,2,10.824,3,0.2,2.5707
3.00,4,2,1295.78,2,0,310.9872
0.00,32,2,19.456,4,0.2,3.4048
2.00,4,2,20.7,2,0,9.936
2.00,4,1,1335.68,4,0.2,-217.048
2.00,4,2,32.4,5,0,15.552
3.00,4,1,42.6,3,0,16.614
3.00,4,2,84.056,7,0.2,27.3182
0.00,9,2,13,5,0.2,1.3
0.00,9,1,13.128,3,0.2,3.7743
1.00,46,2,3.96,2,0,0
1.00,46,2,2.61,1,0,1.2006
3.00,4,3,374.376,3,0.2,46.797
3.00,46,2,91.84,8,0,45.0016
3.00,46,2,81.088,7,0.2,27.3672
3.00,46,2,19.44,3,0,9.3312
3.00,46,1,451.152,3,0.2,0
3.00,31,2,72.45,7,0,34.776
3.00,31,2,13.96,4,0,6.4216
3.00,31,2,33.264,7,0.2,11.2266
3.00,31,3,14.85,3,0,4.0095
2.00,46,2,8.82,3,0,2.3814
1.00,4,2,160.72,14,0,78.7528
1.00,4,2,19.92,4,0,9.7608
1.00,4,2,7.3,2,0,2.19
3.00,12,2,69.712,2,0.2,8.714
3.00,12,1,8.792,1,0.6,-5.7148
1.00,4,2,51.52,4,0,1.5456
3.00,5,3,470.376,3,0.2,52.9173
3.00,5,3,105.584,2,0.2,9.2386
3.00,5,2,31.152,3,0.2,3.5046
3.00,5,2,6.783,7,0.7,-4.7481
3.00,5,3,406.368,4,0.2,30.4776
1.00,16,1,70.98,1,0,4.9686
1.00,16,2,294.93,3,0,144.5157
2.00,36,3,84.784,2,0.2,-20.1362
2.00,36,2,20.736,4,0.2,7.2576
2.00,36,2,16.821,3,0.7,-12.8961
2.00,36,2,10.368,2,0.2,3.6288
0.00,42,2,9.344,2,0.2,1.168
0.00,42,3,31.2,3,0.2,9.75
0.00,4,2,76.12,2,0,22.0748
0.00,4,3,1199.976,3,0.2,434.9913
0.00,4,3,445.96,5,0.2,55.745
0.00,4,1,327.76,8,0,91.7728
2.00,37,2,11.632,2,0.2,1.0178
2.00,37,3,143.982,3,0.4,-28.7964
2.00,37,3,494.376,4,0.4,-115.3544
2.00,37,2,5.84,2,0.2,0.73
0.00,9,2,142.776,1,0.2,17.847
0.00,9,1,45.696,3,0.2,5.1408
0.00,9,2,7.218,3,0.7,-5.5338
0.00,9,2,43.188,4,0.7,-31.6712
0.00,9,2,131.904,3,0.2,47.8152
0.00,37,2,3.282,2,0.7,-2.6256
0.00,37,2,21.168,9,0.2,2.3814
0.00,37,3,55.188,2,0.4,-10.1178
2.00,42,3,369.576,3,0.2,41.5773
2.00,42,2,15.712,4,0.2,5.6956
2.00,37,2,8.448,2,0.2,2.64
2.00,37,3,728.946,9,0.4,-157.9383
3.00,34,3,119.94,10,0.4,15.992
3.00,34,2,3.648,2,0.7,-2.7968
3.00,31,1,40.48,2,0,15.7872
3.00,31,1,9.94,2,0,3.0814
3.00,31,2,107.424,9,0.2,33.57
3.00,31,3,37.91,1,0,10.9939
3.00,31,1,88.02,3,0,27.2862
0.00,12,2,8.69,5,0.8,-14.773
1.00,21,1,301.96,2,0,87.5684
1.00,21,2,555.21,5,0.1,178.901
1.00,21,2,523.48,4,0,130.87
1.00,21,2,161.82,9,0,46.9278
3.00,31,1,35.56,7,0,12.0904
3.00,46,2,97.16,2,0,28.1764
3.00,4,2,15.24,5,0.2,5.1435
3.00,4,2,13.23,3,0,6.0858
2.00,5,2,243.384,3,0.2,-51.7191
2.00,5,3,119.8,5,0.2,29.95
2.00,5,3,300.768,4,0.2,30.0768
3.00,9,3,17.88,3,0.2,2.4585
